359581 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360434 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360435 write(8, "LOG_START_wsgi ,TS=1715874645.50"..., 38) = 38
360434 write(8, "PID = \n358884\n", 14) = 14
360435 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360435 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360392 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360434 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360434 write(8, "TID = \n360434\n", 14) = 14
360392 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360435 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360392 write(1, "*#* RES_REC\n", 12)    = 12
360435 write(8, "PID = \n358884\n", 14) = 14
360434 write(3, "INFO:werkzeug:TID = \n360434\n", 28) = 28
360392 write(8, "REC_DATA_SIZE=12028\n", 20) = 20
360435 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360434 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360392 write(3, "INFO:werkzeug:REC_DATA_SIZE=1202"..., 34) = 34
360435 write(8, "TID = \n360435\n", 14 <unfinished ...>
360434 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360392 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360434 write(8, "LOG_STOP_wsgi, TS=1715874645.507"..., 36) = 36
360392 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360391 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360435 write(3, "INFO:werkzeug:TID = \n360435\n", 28) = 28
360435 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360391 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360434 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360434 write(1, "#*# REQ_SEND\n", 13)   = 13
360435 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360434 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360435 write(8, "LOG_STOP_wsgi, TS=1715874645.508"..., 37) = 37
360391 write(1, "*#* RES_REC\n", 12)    = 12
360391 write(8, "REC_DATA_SIZE=12790\n", 20) = 20
360392 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360435 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360435 write(1, "#*# REQ_SEND\n", 13)   = 13
360434 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
360435 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360391 write(3, "INFO:werkzeug:REC_DATA_SIZE=1279"..., 34) = 34
360391 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360391 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360435 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360391 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360398 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360398 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360398 write(1, "*#* RES_REC\n", 12)    = 12
360398 write(8, "REC_DATA_SIZE=11840\n", 20) = 20
360398 write(3, "INFO:werkzeug:REC_DATA_SIZE=1184"..., 34) = 34
360398 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360398 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360398 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360439 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360439 write(8, "LOG_START_wsgi ,TS=1715874645.57"..., 37) = 37
360439 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360439 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360439 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360439 write(8, "PID = \n358884\n", 14) = 14
360439 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360439 write(8, "TID = \n360439\n", 14) = 14
360439 write(3, "INFO:werkzeug:TID = \n360439\n", 28) = 28
360439 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360439 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360439 write(8, "LOG_STOP_wsgi, TS=1715874645.579"..., 36) = 36
360439 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360439 write(1, "#*# REQ_SEND\n", 13)   = 13
360439 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360439 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360397 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360397 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360397 write(1, "*#* RES_REC\n", 12)    = 12
360397 write(8, "REC_DATA_SIZE=12283\n", 20) = 20
360397 write(3, "INFO:werkzeug:REC_DATA_SIZE=1228"..., 34) = 34
360397 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
360397 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360397 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360402 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360402 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360402 write(1, "*#* RES_REC\n", 12)    = 12
360402 write(8, "REC_DATA_SIZE=11784\n", 20) = 20
360402 write(3, "INFO:werkzeug:REC_DATA_SIZE=1178"..., 34) = 34
360402 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360402 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360402 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360434 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360434 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360434 write(1, "*#* RES_REC\n", 12)    = 12
360434 write(8, "REC_DATA_SIZE=12131\n", 20) = 20
360434 write(3, "INFO:werkzeug:REC_DATA_SIZE=1213"..., 34) = 34
360434 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360434 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360434 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360439 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360439 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360439 write(1, "*#* RES_REC\n", 12)    = 12
360439 write(8, "REC_DATA_SIZE=12346\n", 20) = 20
360439 write(3, "INFO:werkzeug:REC_DATA_SIZE=1234"..., 34) = 34
360439 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
360439 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360439 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360435 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360435 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360435 write(1, "*#* RES_REC\n", 12)    = 12
360435 write(8, "REC_DATA_SIZE=12429\n", 20) = 20
360435 write(3, "INFO:werkzeug:REC_DATA_SIZE=1242"..., 34) = 34
360435 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360435 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360435 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360442 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360442 write(8, "LOG_START_wsgi ,TS=1715874646.51"..., 38) = 38
360442 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360442 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360442 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360442 write(8, "PID = \n358884\n", 14) = 14
360442 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360442 write(8, "TID = \n360442\n", 14) = 14
360442 write(3, "INFO:werkzeug:TID = \n360442\n", 28) = 28
360442 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360442 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360442 write(8, "LOG_STOP_wsgi, TS=1715874646.511"..., 37) = 37
360442 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360442 write(1, "#*# REQ_SEND\n", 13)   = 13
360442 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360442 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360445 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360445 write(8, "LOG_START_wsgi ,TS=1715874646.54"..., 38) = 38
360445 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360445 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360445 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360445 write(8, "PID = \n358884\n", 14) = 14
360445 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360445 write(8, "TID = \n360445\n", 14) = 14
360445 write(3, "INFO:werkzeug:TID = \n360445\n", 28) = 28
360445 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360445 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360445 write(8, "LOG_STOP_wsgi, TS=1715874646.542"..., 37) = 37
360445 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360445 write(1, "#*# REQ_SEND\n", 13)   = 13
360445 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360445 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360449 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
360449 write(8, "LOG_START_wsgi ,TS=1715874646.55"..., 38) = 38
360449 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
360449 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360450 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360449 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360450 write(8, "LOG_START_wsgi ,TS=1715874646.55"..., 37) = 37
360450 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360449 write(8, "PID = \n358884\n", 14) = 14
360449 write(3, "INFO:werkzeug:PID = \n358884\n", 28 <unfinished ...>
360450 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222 <unfinished ...>
360450 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360449 write(8, "TID = \n360449\n", 14) = 14
360449 write(3, "INFO:werkzeug:TID = \n360449\n", 28 <unfinished ...>
360450 write(8, "PID = \n358884\n", 14 <unfinished ...>
360450 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360449 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360449 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
360450 write(8, "TID = \n360450\n", 14 <unfinished ...>
360450 write(3, "INFO:werkzeug:TID = \n360450\n", 28) = 28
360449 write(8, "LOG_STOP_wsgi, TS=1715874646.550"..., 37) = 37
360449 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
360450 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
360449 write(1, "#*# REQ_SEND\n", 13)   = 13
360450 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360449 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360450 write(8, "LOG_STOP_wsgi, TS=1715874646.552"..., 36) = 36
360450 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360450 write(1, "#*# REQ_SEND\n", 13)   = 13
360449 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360450 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360450 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
360454 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360454 write(8, "LOG_START_wsgi ,TS=1715874646.58"..., 38) = 38
360454 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360454 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360454 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360454 write(8, "PID = \n358884\n", 14) = 14
360454 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360454 write(8, "TID = \n360454\n", 14) = 14
360454 write(3, "INFO:werkzeug:TID = \n360454\n", 28) = 28
360454 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360454 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360454 write(8, "LOG_STOP_wsgi, TS=1715874646.582"..., 37) = 37
360454 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360454 write(1, "#*# REQ_SEND\n", 13)   = 13
360454 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360454 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360457 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360457 write(8, "LOG_START_wsgi ,TS=1715874646.66"..., 38) = 38
360457 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360457 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360457 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360457 write(8, "PID = \n358884\n", 14) = 14
360457 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360457 write(8, "TID = \n360457\n", 14) = 14
360457 write(3, "INFO:werkzeug:TID = \n360457\n", 28) = 28
360457 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360457 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360457 write(8, "LOG_STOP_wsgi, TS=1715874646.668"..., 37) = 37
360457 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360457 write(1, "#*# REQ_SEND\n", 13)   = 13
360457 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360457 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360460 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360460 write(8, "LOG_START_wsgi ,TS=1715874646.69"..., 38) = 38
360460 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360460 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360460 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360460 write(8, "PID = \n358884\n", 14) = 14
360460 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360460 write(8, "TID = \n360460\n", 14) = 14
360460 write(3, "INFO:werkzeug:TID = \n360460\n", 28) = 28
360460 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360460 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360460 write(8, "LOG_STOP_wsgi, TS=1715874646.695"..., 37) = 37
360460 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360460 write(1, "#*# REQ_SEND\n", 13)   = 13
360460 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360460 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360442 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360442 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360442 write(1, "*#* RES_REC\n", 12)    = 12
360442 write(8, "REC_DATA_SIZE=11657\n", 20) = 20
360442 write(3, "INFO:werkzeug:REC_DATA_SIZE=1165"..., 34) = 34
360442 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360442 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360442 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360445 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360445 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360445 write(1, "*#* RES_REC\n", 12)    = 12
360445 write(8, "REC_DATA_SIZE=12460\n", 20) = 20
360445 write(3, "INFO:werkzeug:REC_DATA_SIZE=1246"..., 34) = 34
360445 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360445 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360445 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360450 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360450 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360450 write(1, "*#* RES_REC\n", 12)    = 12
360450 write(8, "REC_DATA_SIZE=13052\n", 20) = 20
360450 write(3, "INFO:werkzeug:REC_DATA_SIZE=1305"..., 34) = 34
360450 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360450 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360450 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360449 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360449 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360449 write(1, "*#* RES_REC\n", 12)    = 12
360449 write(8, "REC_DATA_SIZE=12957\n", 20) = 20
360449 write(3, "INFO:werkzeug:REC_DATA_SIZE=1295"..., 34) = 34
360449 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360449 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360449 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360454 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360454 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360454 write(1, "*#* RES_REC\n", 12)    = 12
360454 write(8, "REC_DATA_SIZE=12229\n", 20) = 20
360454 write(3, "INFO:werkzeug:REC_DATA_SIZE=1222"..., 34) = 34
360454 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360454 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360454 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360464 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
360464 write(8, "LOG_START_wsgi ,TS=1715874647.49"..., 38) = 38
360464 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360465 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360464 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360464 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236 <unfinished ...>
360465 write(8, "LOG_START_wsgi ,TS=1715874647.49"..., 38) = 38
360464 write(8, "PID = \n358884\n", 14) = 14
360465 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360465 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360464 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360464 write(8, "TID = \n360464\n", 14) = 14
360465 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360465 write(8, "PID = \n358884\n", 14) = 14
360464 write(3, "INFO:werkzeug:TID = \n360464\n", 28) = 28
360464 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360465 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360465 write(8, "TID = \n360465\n", 14) = 14
360464 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360464 write(8, "LOG_STOP_wsgi, TS=1715874647.496"..., 37) = 37
360465 write(3, "INFO:werkzeug:TID = \n360465\n", 28) = 28
360465 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360464 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360464 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
360465 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
360464 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360465 write(8, "LOG_STOP_wsgi, TS=1715874647.497"..., 37) = 37
360465 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360465 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
360464 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
360465 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360465 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
360469 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360469 write(8, "LOG_START_wsgi ,TS=1715874647.51"..., 38) = 38
360469 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360469 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360469 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360469 write(8, "PID = \n358884\n", 14) = 14
360469 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360469 write(8, "TID = \n360469\n", 14) = 14
360469 write(3, "INFO:werkzeug:TID = \n360469\n", 28) = 28
360469 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360469 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360469 write(8, "LOG_STOP_wsgi, TS=1715874647.513"..., 37) = 37
360469 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360469 write(1, "#*# REQ_SEND\n", 13)   = 13
360469 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360469 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360457 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360457 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360457 write(1, "*#* RES_REC\n", 12)    = 12
360457 write(8, "REC_DATA_SIZE=11992\n", 20) = 20
360457 write(3, "INFO:werkzeug:REC_DATA_SIZE=1199"..., 34) = 34
360457 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
360457 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360457 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360460 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360460 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360460 write(1, "*#* RES_REC\n", 12)    = 12
360460 write(8, "REC_DATA_SIZE=11407\n", 20) = 20
360460 write(3, "INFO:werkzeug:REC_DATA_SIZE=1140"..., 34) = 34
360460 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360460 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360460 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360469 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360469 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360469 write(1, "*#* RES_REC\n", 12)    = 12
360469 write(8, "REC_DATA_SIZE=12700\n", 20) = 20
360469 write(3, "INFO:werkzeug:REC_DATA_SIZE=1270"..., 34) = 34
360469 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360469 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360469 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360464 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360464 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360464 write(1, "*#* RES_REC\n", 12)    = 12
360464 write(8, "REC_DATA_SIZE=12251\n", 20) = 20
360464 write(3, "INFO:werkzeug:REC_DATA_SIZE=1225"..., 34) = 34
360464 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360464 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360464 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360465 write(3, "DEBUG:urllib3.connectionpool:htt"..., 90) = 90
360465 write(2, "{\"message\": \"Response <Response "..., 216) = 216
360465 write(1, "*#* RES_REC\n", 12)    = 12
360465 write(8, "REC_DATA_SIZE=11751\n", 20) = 20
360465 write(3, "INFO:werkzeug:REC_DATA_SIZE=1175"..., 34) = 34
360465 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
360465 write(8, "10.5.30.76 - - [16/May/2024 21:2"..., 75) = 75
360465 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 89) = 89
360476 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360476 write(8, "LOG_START_wsgi ,TS=1715874648.56"..., 38) = 38
360476 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360476 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360476 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360476 write(8, "PID = \n358884\n", 14) = 14
360476 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360476 write(8, "TID = \n360476\n", 14) = 14
360476 write(3, "INFO:werkzeug:TID = \n360476\n", 28) = 28
360476 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360476 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360476 write(8, "LOG_STOP_wsgi, TS=1715874648.566"..., 37) = 37
360476 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360476 write(1, "#*# REQ_SEND\n", 13)   = 13
360476 write(2, "{\"message\": \"Get with url http:/"..., 405) = 405
360476 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360478 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461 <unfinished ...>
360478 write(8, "LOG_START_wsgi ,TS=1715874648.57"..., 38) = 38
360478 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360478 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360479 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 461) = 461
360478 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360479 write(8, "LOG_START_wsgi ,TS=1715874648.57"..., 38) = 38
360479 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360478 write(8, "PID = \n358884\n", 14) = 14
360478 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360480 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360479 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360479 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
360478 write(8, "TID = \n360478\n", 14) = 14
360478 write(3, "INFO:werkzeug:TID = \n360478\n", 28) = 28
360480 write(8, "LOG_START_wsgi ,TS=1715874648.57"..., 37) = 37
360481 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 460) = 460
360479 write(8, "PID = \n358884\n", 14) = 14
360480 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360479 write(3, "INFO:werkzeug:PID = \n358884\n", 28) = 28
360478 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360478 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
360481 write(8, "LOG_START_wsgi ,TS=1715874648.57"..., 37 <unfinished ...>
360481 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360480 write(8, "headers = \nHost: 10.5.30.76:8003"..., 222) = 222
360480 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 236) = 236
