359571 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360389 write(8, "TID = \n360389\n", 14) = 14
360389 write(3, "INFO:werkzeug:TID = \n360389\n", 28) = 28
360390 write(8, "PID = \n358864\n", 14) = 14
360390 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360389 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360389 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360390 write(8, "TID = \n360390\n", 14) = 14
360390 write(3, "INFO:werkzeug:TID = \n360390\n", 28) = 28
360389 write(8, "LOG_STOP_wsgi, TS=1715874644.635"..., 36) = 36
360389 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360389 write(1, "#*# REQ_SEND\n", 13)   = 13
360390 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360389 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360390 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360390 write(8, "LOG_STOP_wsgi, TS=1715874644.637"..., 37) = 37
360390 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360390 write(1, "#*# REQ_SEND\n", 13)   = 13
360389 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360390 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360390 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360395 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360395 write(8, "LOG_START_wsgi ,TS=1715874644.66"..., 38) = 38
360395 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360395 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360395 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360396 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360395 write(8, "PID = \n358864\n", 14) = 14
360395 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360396 write(8, "LOG_START_wsgi ,TS=1715874644.66"..., 38) = 38
360396 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360395 write(8, "TID = \n360395\n", 14) = 14
360395 write(3, "INFO:werkzeug:TID = \n360395\n", 28) = 28
360396 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360396 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360395 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360395 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360396 write(8, "PID = \n358864\n", 14) = 14
360396 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360395 write(8, "LOG_STOP_wsgi, TS=1715874644.662"..., 37) = 37
360395 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360396 write(8, "TID = \n360396\n", 14) = 14
360395 write(1, "#*# REQ_SEND\n", 13)   = 13
360396 write(3, "INFO:werkzeug:TID = \n360396\n", 28) = 28
360396 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360395 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360396 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360396 write(8, "LOG_STOP_wsgi, TS=1715874644.664"..., 37) = 37
360396 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360396 write(1, "#*# REQ_SEND\n", 13)   = 13
360395 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360396 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360396 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
360401 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360401 write(8, "LOG_START_wsgi ,TS=1715874644.76"..., 37) = 37
360401 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360401 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360401 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360401 write(8, "PID = \n358864\n", 14) = 14
360401 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360401 write(8, "TID = \n360401\n", 14) = 14
360401 write(3, "INFO:werkzeug:TID = \n360401\n", 28) = 28
360401 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360401 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360401 write(8, "LOG_STOP_wsgi, TS=1715874644.769"..., 36) = 36
360401 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360401 write(1, "#*# REQ_SEND\n", 13)   = 13
360401 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360401 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360383 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360383 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360383 write(1, "*#* RES_REC\n", 12)    = 12
360383 write(8, "REC_DATA_SIZE=11761\n", 20) = 20
360383 write(3, "INFO:werkzeug:REC_DATA_SIZE=1176"..., 34) = 34
360383 write(11, "[{\"Name\": \"Little Women\", \"Ratin"..., 11712) = 11712
360383 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360383 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360383 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360386 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360386 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360386 write(1, "*#* RES_REC\n", 12)    = 12
360386 write(8, "REC_DATA_SIZE=12422\n", 20) = 20
360386 write(3, "INFO:werkzeug:REC_DATA_SIZE=1242"..., 34) = 34
360386 write(10, "[{\"Name\": \"Udah Putusin Aja!\", \""..., 12373) = 12373
360386 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360386 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360432 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360386 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360432 write(8, "LOG_START_wsgi ,TS=1715874645.49"..., 38) = 38
360433 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360432 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360433 write(8, "LOG_START_wsgi ,TS=1715874645.50"..., 38) = 38
360432 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360433 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360433 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360432 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360432 write(8, "PID = \n358864\n", 14) = 14
360433 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360433 write(8, "PID = \n358864\n", 14) = 14
360432 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360432 write(8, "TID = \n360432\n", 14) = 14
360433 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360433 write(8, "TID = \n360433\n", 14) = 14
360432 write(3, "INFO:werkzeug:TID = \n360432\n", 28) = 28
360432 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360433 write(3, "INFO:werkzeug:TID = \n360433\n", 28) = 28
360433 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360432 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360432 write(8, "LOG_STOP_wsgi, TS=1715874645.498"..., 37) = 37
360433 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360433 write(8, "LOG_STOP_wsgi, TS=1715874645.500"..., 37) = 37
360432 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360432 write(1, "#*# REQ_SEND\n", 13)   = 13
360433 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360432 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360433 write(1, "#*# REQ_SEND\n", 13)   = 13
360433 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360432 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360433 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360390 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360390 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360390 write(1, "*#* RES_REC\n", 12)    = 12
360390 write(8, "REC_DATA_SIZE=12028\n", 20) = 20
360390 write(3, "INFO:werkzeug:REC_DATA_SIZE=1202"..., 34) = 34
360390 write(17, "[{\"Name\": \"Under Wildwood\", \"Rat"..., 11979) = 11979
360390 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360390 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360390 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360389 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360389 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360389 write(1, "*#* RES_REC\n", 12)    = 12
360389 write(8, "REC_DATA_SIZE=12790\n", 20 <unfinished ...>
360389 write(3, "INFO:werkzeug:REC_DATA_SIZE=1279"..., 34) = 34
360389 write(13, "[{\"Name\": \"All's Well That Ends "..., 12741) = 12741
360389 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360389 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360389 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360396 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360396 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360396 write(1, "*#* RES_REC\n", 12)    = 12
360396 write(8, "REC_DATA_SIZE=11840\n", 20) = 20
360396 write(3, "INFO:werkzeug:REC_DATA_SIZE=1184"..., 34) = 34
360396 write(13, "[{\"Name\": \"Selimut Debu\", \"Ratin"..., 11791) = 11791
360396 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360396 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360396 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360438 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360438 write(8, "LOG_START_wsgi ,TS=1715874645.57"..., 38) = 38
360438 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360438 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360438 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360438 write(8, "PID = \n358864\n", 14) = 14
360438 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360438 write(8, "TID = \n360438\n", 14) = 14
360438 write(3, "INFO:werkzeug:TID = \n360438\n", 28) = 28
360438 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360438 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360438 write(8, "LOG_STOP_wsgi, TS=1715874645.575"..., 37) = 37
360438 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360438 write(1, "#*# REQ_SEND\n", 13)   = 13
360438 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360438 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360395 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360395 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360395 write(1, "*#* RES_REC\n", 12)    = 12
360395 write(8, "REC_DATA_SIZE=12283\n", 20) = 20
360395 write(3, "INFO:werkzeug:REC_DATA_SIZE=1228"..., 34) = 34
360395 write(16, "[{\"Name\": \"The Origin of the Fam"..., 12234) = 12234
360395 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360395 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360395 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360401 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360401 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360401 write(1, "*#* RES_REC\n", 12)    = 12
360401 write(8, "REC_DATA_SIZE=11784\n", 20) = 20
360401 write(3, "INFO:werkzeug:REC_DATA_SIZE=1178"..., 34) = 34
360401 write(16, "[{\"Name\": \"Swamplandia!\", \"Ratin"..., 11735) = 11735
360401 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360401 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360401 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360432 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360432 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360432 write(1, "*#* RES_REC\n", 12)    = 12
360432 write(8, "REC_DATA_SIZE=12131\n", 20) = 20
360432 write(3, "INFO:werkzeug:REC_DATA_SIZE=1213"..., 34) = 34
360432 write(12, "[{\"Name\": \"The Traitor's Game\", "..., 12082) = 12082
360432 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360432 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360432 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360438 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360438 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360438 write(1, "*#* RES_REC\n", 12)    = 12
360438 write(8, "REC_DATA_SIZE=12346\n", 20) = 20
360438 write(3, "INFO:werkzeug:REC_DATA_SIZE=1234"..., 34) = 34
360438 write(10, "[{\"Name\": \"Sacred Stone\", \"Ratin"..., 12297) = 12297
360438 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
360438 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360438 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360433 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360433 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360433 write(1, "*#* RES_REC\n", 12)    = 12
360433 write(8, "REC_DATA_SIZE=12429\n", 20) = 20
360433 write(3, "INFO:werkzeug:REC_DATA_SIZE=1242"..., 34) = 34
360433 write(10, "[{\"Name\": \"Dear Martin\", \"Rating"..., 12380) = 12380
360433 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360433 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360433 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360441 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360441 write(8, "LOG_START_wsgi ,TS=1715874646.50"..., 37) = 37
360441 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360441 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360441 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360441 write(8, "PID = \n358864\n", 14) = 14
360441 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360441 write(8, "TID = \n360441\n", 14) = 14
360441 write(3, "INFO:werkzeug:TID = \n360441\n", 28) = 28
360441 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360441 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360441 write(8, "LOG_STOP_wsgi, TS=1715874646.508"..., 36) = 36
360441 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360441 write(1, "#*# REQ_SEND\n", 13)   = 13
360441 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360441 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360444 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360444 write(8, "LOG_START_wsgi ,TS=1715874646.53"..., 38) = 38
360444 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360444 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360444 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360444 write(8, "PID = \n358864\n", 14) = 14
360444 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360444 write(8, "TID = \n360444\n", 14) = 14
360444 write(3, "INFO:werkzeug:TID = \n360444\n", 28) = 28
360444 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360444 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360444 write(8, "LOG_STOP_wsgi, TS=1715874646.539"..., 37) = 37
360444 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360444 write(1, "#*# REQ_SEND\n", 13)   = 13
360444 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360444 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360446 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
360446 write(8, "LOG_START_wsgi ,TS=1715874646.54"..., 38) = 38
360446 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360446 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360448 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360446 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360448 write(8, "LOG_START_wsgi ,TS=1715874646.54"..., 38) = 38
360448 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360446 write(8, "PID = \n358864\n", 14) = 14
360446 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
360448 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
360448 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360446 write(8, "TID = \n360446\n", 14) = 14
360446 write(3, "INFO:werkzeug:TID = \n360446\n", 28 <unfinished ...>
360448 write(8, "PID = \n358864\n", 14 <unfinished ...>
360448 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360446 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360446 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
360448 write(8, "TID = \n360448\n", 14 <unfinished ...>
360448 write(3, "INFO:werkzeug:TID = \n360448\n", 28) = 28
360446 write(8, "LOG_STOP_wsgi, TS=1715874646.544"..., 37) = 37
360446 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
360448 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
360446 write(1, "#*# REQ_SEND\n", 13)   = 13
360448 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360446 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360448 write(8, "LOG_STOP_wsgi, TS=1715874646.545"..., 37) = 37
360448 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360448 write(1, "#*# REQ_SEND\n", 13)   = 13
360446 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360448 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360448 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
360453 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
360453 write(8, "LOG_START_wsgi ,TS=1715874646.57"..., 37) = 37
360453 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
360453 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360453 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360453 write(8, "PID = \n358864\n", 14) = 14
360453 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360453 write(8, "TID = \n360453\n", 14) = 14
360453 write(3, "INFO:werkzeug:TID = \n360453\n", 28) = 28
360453 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360453 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360453 write(8, "LOG_STOP_wsgi, TS=1715874646.579"..., 36) = 36
360453 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
360453 write(1, "#*# REQ_SEND\n", 13)   = 13
360453 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360453 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360456 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360456 write(8, "LOG_START_wsgi ,TS=1715874646.66"..., 38) = 38
360456 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360456 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360456 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360456 write(8, "PID = \n358864\n", 14) = 14
360456 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360456 write(8, "TID = \n360456\n", 14) = 14
360456 write(3, "INFO:werkzeug:TID = \n360456\n", 28) = 28
360456 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360456 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360456 write(8, "LOG_STOP_wsgi, TS=1715874646.664"..., 37) = 37
360456 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360456 write(1, "#*# REQ_SEND\n", 13)   = 13
360456 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360456 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360459 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360459 write(8, "LOG_START_wsgi ,TS=1715874646.69"..., 38) = 38
360459 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360459 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360459 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360459 write(8, "PID = \n358864\n", 14) = 14
360459 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360459 write(8, "TID = \n360459\n", 14) = 14
360459 write(3, "INFO:werkzeug:TID = \n360459\n", 28) = 28
360459 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360459 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
360459 write(8, "LOG_STOP_wsgi, TS=1715874646.691"..., 37) = 37
360459 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
360459 write(1, "#*# REQ_SEND\n", 13)   = 13
360459 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
360459 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
360441 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360441 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360441 write(1, "*#* RES_REC\n", 12)    = 12
360441 write(8, "REC_DATA_SIZE=11657\n", 20) = 20
360441 write(3, "INFO:werkzeug:REC_DATA_SIZE=1165"..., 34) = 34
360441 write(11, "[{\"Name\": \"The Drafter\", \"Rating"..., 11608) = 11608
360441 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360441 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360441 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360444 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360444 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360444 write(1, "*#* RES_REC\n", 12)    = 12
360444 write(8, "REC_DATA_SIZE=12460\n", 20) = 20
360444 write(3, "INFO:werkzeug:REC_DATA_SIZE=1246"..., 34) = 34
360444 write(10, "[{\"Name\": \"Reconstruction: Ameri"..., 12411) = 12411
360444 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360444 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360444 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360448 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360448 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360448 write(1, "*#* RES_REC\n", 12)    = 12
360448 write(8, "REC_DATA_SIZE=13052\n", 20) = 20
360448 write(3, "INFO:werkzeug:REC_DATA_SIZE=1305"..., 34) = 34
360448 write(10, "[{\"Name\": \"Solaris\", \"Rating\": \""..., 13003) = 13003
360448 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360448 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360448 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360446 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360446 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360446 write(1, "*#* RES_REC\n", 12)    = 12
360446 write(8, "REC_DATA_SIZE=12957\n", 20) = 20
360446 write(3, "INFO:werkzeug:REC_DATA_SIZE=1295"..., 34) = 34
360446 write(10, "[{\"Name\": \"The Beachhead\", \"Rati"..., 12908) = 12908
360446 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360446 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360446 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360453 write(3, "DEBUG:urllib3.connectionpool:htt"..., 93) = 93
360453 write(2, "{\"message\": \"Response <Response "..., 202) = 202
360453 write(1, "*#* RES_REC\n", 12)    = 12
360453 write(8, "REC_DATA_SIZE=12229\n", 20) = 20
360453 write(3, "INFO:werkzeug:REC_DATA_SIZE=1222"..., 34) = 34
360453 write(10, "[{\"Name\": \"Ten Things I Love Abo"..., 12180) = 12180
360453 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
360453 write(8, "10.145.11.89 - - [16/May/2024 21"..., 69) = 69
360453 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
360462 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
360462 write(8, "LOG_START_wsgi ,TS=1715874647.48"..., 38 <unfinished ...>
360462 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360463 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
360462 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
360462 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
360463 write(8, "LOG_START_wsgi ,TS=1715874647.49"..., 38 <unfinished ...>
360463 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
360462 write(8, "PID = \n358864\n", 14) = 14
360462 write(3, "INFO:werkzeug:PID = \n358864\n", 28 <unfinished ...>
360463 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
360463 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
360462 write(8, "TID = \n360462\n", 14) = 14
360462 write(3, "INFO:werkzeug:TID = \n360462\n", 28 <unfinished ...>
360463 write(8, "PID = \n358864\n", 14 <unfinished ...>
360463 write(3, "INFO:werkzeug:PID = \n358864\n", 28) = 28
360462 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
360462 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
360463 write(8, "TID = \n360463\n", 14 <unfinished ...>
360463 write(3, "INFO:werkzeug:TID = \n360463\n", 28) = 28
360462 write(8, "LOG_STOP_wsgi, TS=1715874647.489"..., 37) = 37
360462 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
360463 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
360462 write(1, "#*# REQ_SEND\n", 13)   = 13
360463 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
