425578 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425578 write(8, "LOG_START_wsgi ,TS=1715882229.06"..., 38) = 38
426208 write(1, "#*# REQ_SEND\n", 13)   = 13
426208 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426208 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426199 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426199 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426199 write(1, "*#* RES_REC\n", 12)    = 12
426199 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426199 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426199 write(12, "\"{}\"", 4)           = 4
426199 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426199 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426199 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426200 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426200 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426200 write(1, "*#* RES_REC\n", 12)    = 12
426203 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426200 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426200 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426203 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426203 write(1, "*#* RES_REC\n", 12)    = 12
426203 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426203 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426200 write(9, "\"{}\"", 4)            = 4
426203 write(12, "\"{}\"", 4)           = 4
426200 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426200 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426203 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426203 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426200 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426203 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426208 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426208 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426208 write(1, "*#* RES_REC\n", 12)    = 12
426208 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426208 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426208 write(9, "\"{}\"", 4)            = 4
426208 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426208 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426208 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426211 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426211 write(8, "LOG_START_wsgi ,TS=1715882243.20"..., 37) = 37
426211 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426211 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426211 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426211 write(8, "PID = \n425109\n", 14) = 14
426211 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426211 write(8, "TID = \n426211\n", 14) = 14
426211 write(3, "INFO:werkzeug:TID = \n426211\n", 28) = 28
426211 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426211 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426211 write(8, "LOG_STOP_wsgi, TS=1715882243.200"..., 36) = 36
426211 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426211 write(1, "#*# REQ_SEND\n", 13)   = 13
426211 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426211 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426214 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426214 write(8, "LOG_START_wsgi ,TS=1715882243.20"..., 37) = 37
426214 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426214 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426214 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426214 write(8, "PID = \n425109\n", 14) = 14
426214 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426214 write(8, "TID = \n426214\n", 14) = 14
426214 write(3, "INFO:werkzeug:TID = \n426214\n", 28) = 28
426214 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426214 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426214 write(8, "LOG_STOP_wsgi, TS=1715882243.208"..., 36) = 36
426214 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426214 write(1, "#*# REQ_SEND\n", 13)   = 13
426214 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426214 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426211 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426211 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426211 write(1, "*#* RES_REC\n", 12)    = 12
426211 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426211 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426211 write(11, "\"{}\"", 4)           = 4
426211 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426211 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426211 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426217 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426217 write(8, "LOG_START_wsgi ,TS=1715882243.21"..., 38) = 38
426217 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426217 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426217 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426217 write(8, "PID = \n425109\n", 14) = 14
426217 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426217 write(8, "TID = \n426217\n", 14) = 14
426217 write(3, "INFO:werkzeug:TID = \n426217\n", 28) = 28
426217 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426217 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426217 write(8, "LOG_STOP_wsgi, TS=1715882243.214"..., 37) = 37
426217 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426217 write(1, "#*# REQ_SEND\n", 13)   = 13
426217 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426217 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426214 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426214 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426214 write(1, "*#* RES_REC\n", 12)    = 12
426214 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426214 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426214 write(13, "\"{}\"", 4)           = 4
426214 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426214 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426214 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426217 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426217 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426217 write(1, "*#* RES_REC\n", 12)    = 12
426217 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426217 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426217 write(11, "\"{}\"", 4)           = 4
426217 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426217 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426217 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426220 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426220 write(8, "LOG_START_wsgi ,TS=1715882243.23"..., 38) = 38
426220 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426220 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426220 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426220 write(8, "PID = \n425109\n", 14) = 14
426220 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426220 write(8, "TID = \n426220\n", 14) = 14
426220 write(3, "INFO:werkzeug:TID = \n426220\n", 28) = 28
426220 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426220 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426220 write(8, "LOG_STOP_wsgi, TS=1715882243.233"..., 37) = 37
426220 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426220 write(1, "#*# REQ_SEND\n", 13)   = 13
426220 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426220 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426220 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426220 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426220 write(1, "*#* RES_REC\n", 12)    = 12
426220 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426220 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426220 write(11, "\"{}\"", 4)           = 4
426220 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426220 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426220 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426223 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364 <unfinished ...>
426223 write(8, "LOG_START_wsgi ,TS=1715882243.89"..., 37) = 37
426223 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426223 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426224 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
426223 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426224 write(8, "LOG_START_wsgi ,TS=1715882243.89"..., 38) = 38
426224 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426223 write(8, "PID = \n425109\n", 14) = 14
426223 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
426224 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
426224 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426223 write(8, "TID = \n426223\n", 14 <unfinished ...>
426223 write(3, "INFO:werkzeug:TID = \n426223\n", 28 <unfinished ...>
426224 write(8, "PID = \n425109\n", 14 <unfinished ...>
426224 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426223 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426223 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426224 write(8, "TID = \n426224\n", 14 <unfinished ...>
426224 write(3, "INFO:werkzeug:TID = \n426224\n", 28) = 28
426223 write(8, "LOG_STOP_wsgi, TS=1715882243.896"..., 36) = 36
426223 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
426224 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
426223 write(1, "#*# REQ_SEND\n", 13)   = 13
426224 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426223 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426224 write(8, "LOG_STOP_wsgi, TS=1715882243.898"..., 37) = 37
426224 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426224 write(1, "#*# REQ_SEND\n", 13)   = 13
426223 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426224 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426224 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
426223 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426223 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426223 write(1, "*#* RES_REC\n", 12)    = 12
426223 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426223 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426223 write(12, "\"{}\"", 4)           = 4
426224 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426223 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426224 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426223 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426224 write(1, "*#* RES_REC\n", 12)    = 12
426223 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426224 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426224 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426224 write(12, "\"{}\"", 4)           = 4
426224 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426224 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426224 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426229 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426229 write(8, "LOG_START_wsgi ,TS=1715882244.07"..., 38) = 38
426229 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426229 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426229 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426229 write(8, "PID = \n425109\n", 14) = 14
426229 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426229 write(8, "TID = \n426229\n", 14) = 14
426229 write(3, "INFO:werkzeug:TID = \n426229\n", 28) = 28
426229 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426229 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426229 write(8, "LOG_STOP_wsgi, TS=1715882244.070"..., 37) = 37
426229 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426229 write(1, "#*# REQ_SEND\n", 13)   = 13
426229 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426229 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426232 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426232 write(8, "LOG_START_wsgi ,TS=1715882244.08"..., 38) = 38
426229 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426232 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
426232 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426233 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426232 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426233 write(8, "LOG_START_wsgi ,TS=1715882244.08"..., 38) = 38
426229 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426233 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426229 write(1, "*#* RES_REC\n", 12)    = 12
426232 write(8, "PID = \n425109\n", 14) = 14
426232 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426234 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426233 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426233 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426229 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426229 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426232 write(8, "TID = \n426232\n", 14 <unfinished ...>
426232 write(3, "INFO:werkzeug:TID = \n426232\n", 28) = 28
426234 write(8, "LOG_START_wsgi ,TS=1715882244.08"..., 38) = 38
426233 write(8, "PID = \n425109\n", 14) = 14
426234 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426232 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426229 write(14, "\"{}\"", 4)           = 4
426233 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426234 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426232 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426233 write(8, "TID = \n426233\n", 14) = 14
426234 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426232 write(8, "LOG_STOP_wsgi, TS=1715882244.080"..., 37) = 37
426229 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426234 write(8, "PID = \n425109\n", 14) = 14
426232 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426232 write(1, "#*# REQ_SEND\n", 13)   = 13
426229 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426232 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426233 write(3, "INFO:werkzeug:TID = \n426233\n", 28) = 28
426233 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426234 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426234 write(8, "TID = \n426234\n", 14) = 14
426229 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426233 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426233 write(8, "LOG_STOP_wsgi, TS=1715882244.082"..., 37) = 37
426232 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426234 write(3, "INFO:werkzeug:TID = \n426234\n", 28) = 28
426234 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426233 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426233 write(1, "#*# REQ_SEND\n", 13)   = 13
426233 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426234 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426234 write(8, "LOG_STOP_wsgi, TS=1715882244.084"..., 37) = 37
426234 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426234 write(1, "#*# REQ_SEND\n", 13)   = 13
426233 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426234 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426234 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
426232 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426232 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426232 write(1, "*#* RES_REC\n", 12)    = 12
426232 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426232 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426232 write(14, "\"{}\"", 4)           = 4
426232 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426232 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426232 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426233 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426233 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426233 write(1, "*#* RES_REC\n", 12)    = 12
426233 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426233 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426233 write(9, "\"{}\"", 4)            = 4
426233 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426233 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426233 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426234 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426234 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426234 write(1, "*#* RES_REC\n", 12)    = 12
426234 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426234 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426234 write(9, "\"{}\"", 4)            = 4
426234 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426234 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426234 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426241 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426241 write(8, "LOG_START_wsgi ,TS=1715882244.22"..., 37) = 37
426241 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426241 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426241 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426241 write(8, "PID = \n425109\n", 14) = 14
426241 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426241 write(8, "TID = \n426241\n", 14) = 14
426241 write(3, "INFO:werkzeug:TID = \n426241\n", 28) = 28
426241 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426241 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426241 write(8, "LOG_STOP_wsgi, TS=1715882244.220"..., 36) = 36
426241 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426241 write(1, "#*# REQ_SEND\n", 13)   = 13
426241 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426241 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426244 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426244 write(8, "LOG_START_wsgi ,TS=1715882244.22"..., 37) = 37
426244 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426244 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426244 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426244 write(8, "PID = \n425109\n", 14) = 14
426244 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426244 write(8, "TID = \n426244\n", 14) = 14
426244 write(3, "INFO:werkzeug:TID = \n426244\n", 28) = 28
426244 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426244 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426244 write(8, "LOG_STOP_wsgi, TS=1715882244.229"..., 36) = 36
426244 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426244 write(1, "#*# REQ_SEND\n", 13)   = 13
426244 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426244 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426241 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426241 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426241 write(1, "*#* RES_REC\n", 12)    = 12
426241 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426241 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426241 write(11, "\"{}\"", 4)           = 4
426241 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426241 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426241 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426247 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426247 write(8, "LOG_START_wsgi ,TS=1715882244.23"..., 38) = 38
426244 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426247 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426244 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426247 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426244 write(1, "*#* RES_REC\n", 12)    = 12
426247 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426244 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426244 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426247 write(8, "PID = \n425109\n", 14 <unfinished ...>
426247 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426247 write(8, "TID = \n426247\n", 14) = 14
426247 write(3, "INFO:werkzeug:TID = \n426247\n", 28) = 28
426247 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426244 write(11, "\"{}\"", 4)           = 4
426247 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426247 write(8, "LOG_STOP_wsgi, TS=1715882244.239"..., 37) = 37
426247 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
426247 write(1, "#*# REQ_SEND\n", 13)   = 13
426244 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426247 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426244 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426244 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426247 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426247 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426247 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426247 write(1, "*#* RES_REC\n", 12)    = 12
426247 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426247 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426247 write(11, "\"{}\"", 4)           = 4
426247 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426247 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426247 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426250 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426250 write(8, "LOG_START_wsgi ,TS=1715882244.25"..., 38) = 38
426250 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426250 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426250 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426250 write(8, "PID = \n425109\n", 14) = 14
426250 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426250 write(8, "TID = \n426250\n", 14) = 14
426250 write(3, "INFO:werkzeug:TID = \n426250\n", 28) = 28
426250 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426250 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426250 write(8, "LOG_STOP_wsgi, TS=1715882244.257"..., 37) = 37
426250 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426250 write(1, "#*# REQ_SEND\n", 13)   = 13
426250 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426250 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426250 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426250 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426250 write(1, "*#* RES_REC\n", 12)    = 12
426250 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426250 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426250 write(11, "\"{}\"", 4)           = 4
426250 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426250 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426250 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83 <unfinished ...>
426253 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
426253 write(8, "LOG_START_wsgi ,TS=1715882244.93"..., 38 <unfinished ...>
426253 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426254 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426253 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426253 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426254 write(8, "LOG_START_wsgi ,TS=1715882244.93"..., 38 <unfinished ...>
